Id,Size,HistoricalPrice,CurrentPrice
3222,2743,135577,555255
3223,3248,102921,195161
3224,1446,497892,316078
3225,4915,244535,298616
3226,4499,256546,162987
3227,4109,403079,155239
3228,2234,225534,194785
3229,3491,356872,173358
3230,2350,172828,526903
3231,3808,223649,337522
3232,1226,451206,369592
3233,1047,155152,309500
3234,4089,320073,159096
3235,3959,458635,197582
3236,2462,323393,567752
3237,2830,186569,338467
3238,4779,434611,523739
3239,1186,256844,251494
3240,3392,259562,481628
3241,3271,222537,413431
3242,3877,153806,335582
3243,3535,493476,173902
3244,2932,175992,468332
3245,3924,384464,525038
3246,1848,441115,564380
3247,3032,358852,493348
3248,2252,273217,282844
3249,2413,294760,334126
3250,1978,410725,598094
3251,2612,455789,276800
3252,2016,120754,575454
3253,3235,169837,385576
3254,2881,238279,470437
3255,1269,318811,157213
3256,2630,485890,427085
3257,1309,214780,508025
3258,4203,187081,559180
3259,3043,386160,176855
3260,2574,422666,533883
3261,2095,483040,151046
3262,4864,212099,427053
3263,3892,251174,360186
3264,2695,466573,566584
3265,4258,364068,528997
3266,3533,185015,244135
3267,4262,204987,221255
3268,2445,154333,362568
3269,3167,315530,370214
3270,1219,277171,396936
3271,1052,288418,558840
3272,2757,226372,385787
3273,2474,306553,518522
3274,4483,493522,422496
3275,2666,450639,508565
3276,2260,169767,492683
3277,3805,204332,421367
3278,3785,243279,399048
3279,1719,401570,490398
3280,1405,106336,478995
3281,3655,474344,200044
3282,4068,306238,502362
3283,3469,379400,235000
3284,3759,330517,519384
3285,3294,280889,574635
3286,1071,395863,556983
3287,2853,404161,353074
3288,3232,145704,443172
3289,3053,392157,460097
3290,2229,442135,207965
3291,2567,432402,384466
3292,4682,440492,219776
3293,3953,326884,443603
3294,1386,267848,240932
3295,2791,372204,494475
3296,1698,499871,305761
3297,4147,319182,480126
3298,2200,412067,546562
3299,1826,178563,326251
3300,2822,235102,264773
3301,1348,189779,452661
3302,2278,264361,481822
3303,4908,199704,362678
3304,4773,361757,524635
3305,1307,491301,484767
3306,4416,210234,362243
3307,2150,423831,509553
3308,2960,136491,460719
3309,3334,326621,520645
3310,1765,434259,457183
3311,1724,480079,331027
3312,3809,445922,230260
3313,2619,497997,205871
3314,4558,120448,341750
3315,1382,413694,270773
3316,4477,149294,574567
3317,3435,383590,210693
3318,1524,438723,443577
3319,4628,316461,224797
3320,3686,476823,360087
3321,3985,185615,427948
3322,4697,117101,373853
3323,1275,390160,457245
3324,3547,250004,341187
3325,3764,190481,228363
3326,1336,152802,257904
3327,2973,369693,456844
3328,3979,310005,264952
3329,1480,256434,489720
3330,4968,147842,169477
3331,1910,146539,428271
3332,2996,133717,367790
3333,4344,346281,176049
3334,4991,286272,162473
3335,4129,215042,363317
3336,2351,227922,380582
3337,3033,192447,473980
3338,2754,445546,454608
3339,1108,404751,163714
3340,4350,258693,473022
3341,4757,112823,577424
3342,1327,129986,509625
3343,2799,221682,362875
3344,1314,164325,453658
3345,4545,490069,246988
3346,2134,350476,417280
3347,3746,157771,248115
3348,1780,154973,181516
3349,4300,245762,489126
3350,2520,401251,195099
3351,1155,157888,502204
3352,2496,110956,163188
3353,2724,186839,387445
3354,4343,267605,261073
3355,1886,201131,463332
3356,4073,429738,536221
3357,3805,287973,155560
3358,1721,111519,258763
3359,4582,262187,579613
3360,1912,101832,535795
3361,4357,213922,450226
3362,1870,205474,365448
3363,1012,169715,191430
3364,3655,433979,593738
3365,1497,173366,190397
3366,2756,137570,357932
3367,3285,237687,279189
3368,2117,138311,175247
3369,4409,452389,301015
3370,3828,203187,320532
3371,2194,385578,191986
3372,3004,186879,456658
3373,3653,115739,361980
3374,3708,166202,595601
3375,2647,198580,555847
3376,2590,324491,217008
3377,3896,179599,308027
3378,3983,264721,459511
3379,2490,331436,574018
3380,3675,216770,220408
3381,1142,401614,374155
3382,2224,437109,455485
3383,4251,487476,294763
3384,3761,279693,521930
3385,4435,491825,416897
3386,3526,361051,151833
3387,1564,214300,385304
3388,3518,400141,420789
3389,3431,291012,386192
3390,2715,271796,527572
3391,3973,459949,508121
3392,1416,262776,190024
3393,2848,484346,398140
3394,3355,341942,258853
3395,3696,102526,361670
3396,2717,435483,290707
3397,2390,368718,301136
3398,4072,370877,159940
3399,2067,412434,447313
3400,3786,434937,490791
3401,2866,136051,390739
3402,2121,115909,195200
3403,4791,177338,337401
3404,2288,435576,594374
3405,4871,390277,310811
3406,2806,282643,389354
3407,3187,179062,298865
3408,2504,281980,233682
3409,4308,473690,183677
3410,4021,151458,435166
3411,2016,417559,308337
3412,1952,322159,150530
3413,3951,416304,421695
3414,1071,416543,440538
3415,2690,387442,192987
3416,4261,331946,592200
3417,2291,253263,480240
3418,2344,264164,496241
3419,3154,189407,482783
3420,4303,306329,567306
3421,4113,162513,388841
3422,4773,413241,152781
3423,1882,245476,167330
3424,1138,135198,417401
3425,3662,325295,208642
3426,4754,412141,335321
3427,3910,493783,463807
3428,3320,364323,184956
3429,2504,102019,385439
3430,3463,181455,427759
3431,3553,316311,413025
3432,1732,249776,545063
3433,2748,249102,385975
3434,4924,489027,594343
3435,1423,431589,271265
3436,4478,435695,499790
3437,2591,103420,277148
3438,1389,422019,449480
3439,1341,278725,231850
3440,1945,116740,245654
3441,1613,427407,321003
3442,1492,205789,587140
3443,1191,119465,435110
3444,1498,104131,587239
3445,1821,110652,161320
3446,2735,318115,215125
3447,2256,409815,372172
3448,2968,345289,385077
3449,1226,189342,267296
3450,2394,381315,275355
3451,3186,317201,342930
3452,3903,359820,161780
3453,1816,286764,488374
3454,4220,158541,351417
3455,4186,109470,262696
3456,2473,292416,256075
3457,2086,144308,403731
3458,1103,235669,283001
3459,2874,202840,507297
3460,1870,261860,531666
3461,1667,149477,557460
3462,3042,208261,510559
3463,1272,202466,521859
3464,2029,395215,272636
3465,4218,170560,527546
3466,3231,355392,536425
3467,2051,361278,161116
3468,2573,438906,369026
3469,4190,266471,495445
3470,1292,344413,579111
3471,4442,288511,359708
3472,4315,102369,173867
3473,4651,472107,521651
3474,4797,328629,151208
3475,4289,362672,325157
3476,3224,208806,477716
3477,4370,261386,233748
3478,4747,202979,292324
3479,3105,381892,235261
3480,2292,135109,550222
3481,1307,113919,394443
3482,4641,409642,370667
3483,4359,417952,483027
3484,1976,311864,182171
3485,4176,170441,178517
3486,2251,475987,305346
3487,2270,436564,576793
3488,3747,469591,177648
3489,2517,166896,481798
3490,3130,203431,430054
3491,2209,147020,407471
3492,3299,305338,359691
3493,2378,384305,199647
3494,2773,127738,150424
3495,4943,234997,332971
3496,2719,157153,176641
3497,3042,314020,577966
3498,1795,161009,534560
3499,1896,450082,304226
3500,2961,461690,329238
3501,1209,272624,555208
3502,3863,418415,446145
3503,4879,371941,164546
3504,3656,448274,322596
3505,3494,171942,151304
3506,3507,218065,272722
3507,1967,376109,524592
3508,1471,375877,592500
3509,4791,489326,494512
3510,3417,257998,238327
3511,3947,259855,422166
3512,4563,183360,356958
3513,1922,267466,227354
3514,1136,470522,576833
3515,1366,295868,270045
3516,3959,390431,481642
3517,1183,182104,339896
3518,4659,261508,273780
3519,4358,449060,351462
3520,3519,321404,184307
3521,2398,365332,397659
3522,3701,191205,410956
3523,3796,332321,269645
3524,1536,459493,565543
3525,4582,237837,415388
3526,3849,319779,565936
3527,2602,241879,175090
3528,2273,110204,476421
3529,3967,323674,261559
3530,3557,289016,249895
3531,3677,404264,272641
3532,4049,202903,591752
3533,2096,399225,419999
3534,2305,356687,403555
3535,1915,134986,535107
3536,4431,441466,399502
3537,4081,456963,408845
3538,4282,492159,528959
3539,4906,150304,544817
3540,1151,427736,575168
3541,2028,420692,261113
3542,2218,460591,462518
3543,2977,139986,548906
3544,4354,436239,162521
3545,3511,191594,250146
3546,4184,450425,357091
3547,1270,166151,551274
3548,2186,435742,294776
3549,1459,390358,208933
3550,1104,400889,221101
3551,4764,273620,193856
3552,4627,241753,187256
3553,4353,238056,469496
3554,2710,258651,408660
3555,3209,452954,573831
3556,3398,334347,271638
3557,1433,286005,388282
3558,3899,262553,414071
3559,1139,100944,558728
3560,2494,193993,420445
3561,4203,371258,236849
3562,1086,401990,355065
3563,2711,314738,480903
3564,3230,308920,500191
3565,3415,356805,499135
3566,1128,394740,475202
3567,2269,204087,566650
3568,4672,369051,442485
3569,2601,355035,519989
3570,1669,259186,558223
3571,4970,387153,512022
3572,4449,446990,307871
3573,1148,412385,467964
3574,1984,266797,558890
3575,1851,381140,558642
3576,2456,499263,456935
3577,1627,390911,370712
3578,4797,378491,153255
3579,2492,202063,314898
3580,3493,124102,417088
3581,3044,104263,581042
3582,4552,470729,442641
3583,1883,167438,439867
3584,3341,196359,578503
3585,2788,230251,423989
3586,4214,271915,501977
3587,1249,127690,505183
3588,3925,102994,366879
3589,1947,203533,387079
3590,1974,167546,205569
3591,2325,440716,231434
3592,4096,126467,360997
3593,3836,346590,394790
3594,1983,231120,568679
3595,1888,268050,412888
3596,3937,409750,579498
3597,4972,460256,202082
3598,3117,173414,597905
3599,3672,455289,488551
3600,1874,280294,229072
3601,4183,148115,476910
3602,4435,451750,215711
3603,2326,140647,415361
3604,1470,154607,573575
3605,2987,121996,262000
3606,1090,183697,465653
3607,1529,408166,434501
3608,1660,402292,454498
3609,1738,167764,450714
3610,3773,454045,157034
3611,1871,452868,166263
3612,2686,486910,585396
3613,1191,339190,331171
3614,2986,108888,355384
3615,4623,319738,225348
3616,4313,321432,235275
3617,3185,461085,570141
3618,1344,379477,401011
3619,4251,136355,431719
3620,2008,330487,172231
3621,4783,229686,489079
3622,3550,262217,328803
3623,1202,349602,435244
3624,1572,349434,291840
3625,1191,465314,340409
3626,3052,437819,397457
3627,2913,280926,399130
3628,4308,167664,200697
3629,2716,186153,161357
3630,1310,193616,306018
3631,3596,397429,367496
3632,3103,356349,221038
3633,1442,146996,518056
3634,2260,409091,205149
3635,1869,413174,155566
3636,4932,404587,272474
3637,4268,228344,453720
3638,1584,329685,465462
3639,2594,427608,481694
3640,3799,228019,539203
3641,2537,235024,201408
3642,4520,283273,596722
3643,1359,220454,399070
3644,2723,224444,491293
3645,3866,474319,452311
3646,3077,404604,445843
3647,2802,253868,398089
3648,3011,262818,461689
3649,3155,100015,333501
3650,1843,411901,526071
3651,2625,257029,368422
3652,3764,181541,435530
3653,1890,121292,471417
3654,2991,484838,262312
3655,2982,262948,453729
3656,1959,291799,542270
3657,2468,147046,385364
3658,3940,114817,157509
3659,2461,109759,368924
3660,1731,279504,392225
3661,4961,368556,488751
3662,1605,382648,374350
3663,3504,470644,524529
3664,1614,370651,359836
3665,4806,121050,358222
3666,3745,498036,405117
3667,3004,200153,213305
3668,2719,375731,513229
3669,4566,331329,454995
3670,1673,157732,489054
3671,2270,151921,184407
3672,3590,217734,458750
3673,2587,492248,257277
3674,3904,237912,360590
3675,2611,131440,280204
3676,1896,135183,588868
3677,2462,458316,291320
3678,1277,233461,422659
3679,1551,214515,512722
3680,2636,485327,504489
3681,3158,428443,291902
3682,3432,320533,472775
3683,4904,215503,512928
3684,1760,139023,275496
3685,4262,281101,550015
3686,4561,402085,355155
3687,3741,483821,378170
3688,2449,318031,557544
3689,1404,176054,555895
3690,2358,427507,171058
3691,2232,161742,538370
3692,1021,145215,378845
3693,1677,410001,458840
3694,3658,417620,390035
3695,3028,259245,188872
3696,2231,421912,204971
3697,3055,341443,494227
3698,3749,203591,173306
3699,4758,349045,571426
3700,2808,146229,195693
3701,1528,473850,440383
3702,3037,162583,243366
3703,3649,355931,481061
3704,2676,259996,512512
3705,1656,226011,375449
3706,1165,392248,288519
3707,1848,340660,301343
3708,1495,399738,268469
3709,1589,365808,366582
3710,1428,372672,373117
3711,3821,259262,253434
3712,1162,297105,337915
3713,3413,304249,438365
3714,4597,228404,408180
3715,2262,301664,504943
3716,1071,395043,206467
3717,4516,433123,485413
3718,1654,117241,261414
3719,4893,408355,482729
3720,4580,163472,193086
3721,4866,305320,523081
3722,1268,131346,236624
3723,2776,181196,231144
3724,3462,466595,150638
3725,2268,308196,482823
3726,2015,465052,344006
3727,3722,249014,478904
3728,2083,411311,197234
3729,1005,398517,473193
3730,4780,429287,475987
3731,1981,220623,329119
3732,3617,472157,260406
3733,4888,102016,290813
3734,1406,431254,401183
3735,4288,107274,475148
3736,2953,115748,473633
3737,3073,111826,435135
3738,4886,445152,255711
3739,4076,229288,569297
3740,1985,301081,272761
3741,4603,351054,394166
3742,1389,467767,207304
3743,1709,272507,558858
3744,3618,306089,408382
3745,2471,323023,487247
3746,1753,445250,519307
3747,3193,292949,398134
3748,2411,416782,268778
3749,3832,169072,560615
3750,2272,167309,183103
3751,1525,260966,165330
3752,2485,486868,559680
3753,3060,285639,283206
3754,3950,489987,274679
3755,3431,135326,199409
3756,1555,286131,376270
3757,3934,367223,150184
3758,4470,483556,271529
3759,1018,187340,592490
3760,1574,447355,387432
3761,4562,404893,484943
3762,3798,267364,205810
3763,2003,218192,228727
3764,3466,436678,350122
3765,4408,351749,575950
3766,3466,441377,462690
3767,2938,151818,185120
3768,2939,474054,329556
3769,2635,113429,341635
3770,2698,157748,487180
3771,4999,148807,230528
3772,3169,369284,336185
3773,1431,425370,334168
3774,3091,338161,160133
3775,2895,450959,287477
3776,2943,390669,573485
3777,2340,382635,363482
3778,3428,299888,246993
3779,1144,266052,265742
3780,4398,326597,298157
3781,3410,108078,185702
3782,2073,191654,401147
3783,2088,229101,294574
3784,3402,116997,458623
3785,1799,231940,229384
3786,4235,312650,237957
3787,4212,459500,426570
3788,3873,475855,395579
3789,2151,383390,559076
3790,3445,251633,459009
3791,2956,134512,197404
3792,3927,325226,241246
3793,1462,308467,469567
3794,2774,420009,240947
3795,3045,465537,181152
3796,4907,172144,516014
3797,1807,273557,442881
3798,1186,217363,204325
3799,2743,412809,319839
3800,1731,301484,374864
3801,2935,281675,383242
3802,2213,252110,584921
3803,2411,193542,283074
3804,1428,463455,494303
3805,3905,376469,341309
3806,2307,266964,528776
3807,4935,494969,467857
3808,3284,249068,191815
3809,2217,430955,395301
3810,2310,305355,344308
3811,1770,216737,499931
3812,1757,362968,490387
3813,1135,340417,172743
3814,1791,217718,468883
3815,4854,428761,269492
3816,1170,373661,510300
3817,3206,252755,280275
3818,3248,465212,362204
3819,4558,307791,180339
3820,2580,349120,184121
3821,1961,354322,586211
3822,4847,477160,595248
3823,3630,309485,526276
3824,4575,372126,593047
3825,1875,245711,191446
3826,3418,170210,399380
3827,1102,169852,276530
3828,2001,475762,588894
3829,2148,355139,563914
3830,4384,109695,386240
3831,4023,148582,508486
3832,3845,393238,233404
3833,2481,291707,460062
3834,4301,384331,246666
3835,1657,480157,338307
3836,3929,228721,156125
3837,2220,206683,388580
3838,4956,363358,402428
3839,3780,386084,539566
3840,1422,144406,328583
3841,3619,247049,383084
3842,4681,420558,441190
3843,1170,463584,369368
3844,4453,335994,534762
3845,3220,465713,160114
3846,3710,287313,150637
3847,1452,304573,188634
3848,3397,306205,500857
3849,4973,160481,185776
3850,2975,338084,304672
3851,2657,389884,438953
3852,3541,425472,566972
3853,3667,374025,188368
3854,4075,399140,227185
3855,4164,263249,539313
3856,3966,222196,555096
3857,3053,137177,406286
3858,1287,166126,338227
3859,2641,418675,528337
3860,4217,126119,237762
3861,4854,217744,256745
3862,2447,216894,477460
3863,2913,258987,220856
3864,1607,495924,551943
3865,1456,144989,451355
3866,2764,384250,497613
3867,2225,379275,491074
3868,2235,408697,386328
3869,2029,106553,453561
3870,3671,117881,365730
3871,3423,101379,343899
3872,4962,452935,574653
3873,1446,467808,432663
3874,1834,169306,420127
3875,4177,343825,194656
3876,4722,204512,417779
3877,1810,378494,514517
3878,2424,199599,516699
3879,4167,181397,522027
3880,2411,441653,398945
3881,1958,117769,300694
3882,2475,278321,385113
3883,3896,201584,224975
3884,1808,408509,505589
3885,1978,412329,210666
3886,4972,233858,513021
3887,3463,331609,468149
3888,1725,226525,379501
3889,4575,494836,257725
3890,3501,136303,292475
3891,4362,119589,210477
3892,4605,365026,512549
3893,2216,280394,215035
3894,3197,229236,313975
3895,2903,371889,288383
3896,3806,115861,593827
3897,1778,191707,247561
3898,1972,416405,170615
3899,3810,355043,468952
3900,4049,233909,183580
3901,2538,436279,273731
3902,2416,154380,504000
3903,4387,448233,192898
3904,3123,205025,305024
3905,1598,280903,232790
3906,4341,320421,165227
3907,1224,344497,556976
3908,2553,260592,420970
3909,3160,144397,511116
3910,3298,439229,495357
3911,4304,426009,551889
3912,1840,418100,243402
3913,2814,462871,448302
3914,1713,377132,165904
3915,2106,258795,275212
3916,1124,133800,296468
3917,4246,258502,374978
3918,2092,299548,237469
3919,4118,357653,204039
3920,3931,449473,376957
3921,2279,152284,154334
3922,2750,156232,509140
3923,1029,144420,177268
3924,3328,399854,214636
3925,3971,192035,434212
3926,3017,393427,571463
3927,4308,297241,215121
3928,4319,293529,535905
3929,3415,349863,369742
3930,1494,125968,428429
3931,4096,162508,250539
3932,2609,335863,367975
